Id2,Ed_LtHS
17031100300,0.124748491
17031100400,0.049867608
17031100500,0.05179704
17031100600,0.076563717
17031100700,0.066537289
17031110100,0.135088583
17031110200,0.087922258
17031110300,0.175378986
17031110400,0.12478968
17031110501,0.08312263
17031110502,0.184200235
17031120100,0.016281711
17031120200,0.041575492
17031120300,0.040540541
17031120400,0.102365416
17031130100,0.123724172
17031130200,0.049165935
17031130300,0.121681997
17031140100,0.406237006
17031140200,0.313589898
17031140301,0.36580416
17031140302,0.270584216
17031140400,0.144006278
17031140500,0.25255848
17031140601,0.392484342
17031140602,0.296593186
17031140701,0.193310658
17031140702,0.322908721
17031140800,0.191907514
17031150200,0.144217207
17031150300,0.066810768
17031150401,0.112598904
17031150402,0.190830235
17031150501,0.105751391
17031150502,0.236891977
17031150600,0.093194122
17031150700,0.184370016
17031150800,0.295490716
17031151001,0.329579135
17031151002,0.224455611
17031151100,0.266739546
17031151200,0.241750359
17031160100,0.171618852
17031160200,0.152941176
17031160300,0.165886288
17031160400,0.252467105
17031160501,0.343365253
17031160502,0.294468762
17031160601,0.342911153
17031160602,0.175329429
17031160700,0.220987946
17031160800,0.174289581
17031160900,0.054892601
17031161000,0.07247557
17031161100,0.077192982
17031161200,0.226177437
17031161300,0.252196193
17031170100,0.163601776
17031170200,0.244924689
17031170300,0.104536489
17031170400,0.16095646
17031170500,0.092529711
17031170600,0.119184527
17031170700,0.125383828
17031170800,0.162654996
17031170900,0.171521036
17031171000,0.139828281
17031171100,0.13428857
17031180100,0.193564235
17031190100,0.42601432
17031190200,0.401199315
17031190300,0.284679367
17031190401,0.278688525
17031190402,0.289778366
17031190601,0.373078365
17031190602,0.379452458
17031190701,0.429483768
17031190702,0.485504832
17031190800,0.335986493
17031190900,0.306191688
17031191000,0.513930053
17031191100,0.484803189
17031191200,0.535257927
17031191301,0.432805164
17031191302,0.415922885
17031200100,0.305496829
17031200200,0.387850467
17031200300,0.538398693
17031200401,0.490615452
17031200402,0.38488121
17031210100,0.172633254
17031210400,0.275968992
17031210501,0.22668482
17031210502,0.321094793
17031210601,0.377893245
17031210602,0.270500928
17031210700,0.204006678
17031210800,0.131987578
17031210900,0.245945946
17031220300,0.106525376
17031220400,0.096527068
17031220500,0.084194978
17031220601,0.113857017
17031220602,0.143554407
17031220701,0.217214962
17031220702,0.279051066
17031220901,0.266190719
17031220902,0.164444444
17031221000,0.258585859
17031221100,0.159584514
17031221200,0.189631014
17031221300,0.117375705
17031221400,0.118268215
17031221500,0.164158043
17031221600,0.030847145
17031222200,0.015851137
17031222500,0.211788212
17031222600,0.14
17031222700,0.197084548
17031222800,0.31147541
17031222900,0.30952381
17031230100,0.209055877
17031230200,0.36672326
17031230300,0.492610837
17031230400,0.418787879
17031230500,0.340943683
17031230600,0.281200212
17031230700,0.346396546
17031230800,0.261557178
17031230900,0.248517015
17031231100,0.21182266
17031231200,0.345652939
17031231500,0.380689655
17031240200,0.078239609
17031240300,0.01620591
17031240500,0.023350846
17031240600,0.140186916
17031240700,0.11556829
17031240800,0.205342237
17031240900,0.279069767
17031241000,0.284118117
17031241100,0.23107438
17031241200,0.217877095
17031241300,0.058441558
17031241400,0.094393742
17031241500,0.03071098
17031241600,0.075763433
17031242000,0.217849224
17031242100,0.043839758
17031242200,0.07526475
17031242300,0.025236593
17031242400,0.139266584
17031242500,0.160370634
17031242600,0.179499755
17031242700,0.165803109
17031242800,0.044883303
17031242900,0.095588235
17031243000,0.178677784
17031243100,0.200983069
17031243200,0.15375
17031243300,0.092125579
17031243400,0.139745171
17031243500,0.035355564
17031250200,0.273206057
17031250300,0.285811966
17031250400,0.18813855
17031250500,0.093495935
17031250600,0.235786536
17031250700,0.222613883
17031250800,0.300434513
17031251000,0.191891892
17031251100,0.254480287
17031251200,0.2672137
17031251300,0.251038007
17031251400,0.267287234
17031251500,0.2427337
17031251600,0.267372296
17031251700,0.494918699
17031251800,0.327402135
17031251900,0.281680893
17031252000,0.204979253
17031252101,0.194893617
17031252102,0.291077101
17031252201,0.275780511
17031252202,0.256321839
17031260100,0.200988468
17031260200,0.115207373
17031260300,0.249417249
17031260400,0.445006321
17031260500,0.327773144
17031260600,0.211128049
17031260700,0.280100334
17031260800,0.286211699
17031260900,0.259505703
17031261000,0.283018868
17031270500,0.289421158
17031271200,0.274052478
17031271300,0.169520548
17031271400,0.276595745
17031271500,0.201342282
17031271800,0.065063649
17031280100,0
17031280400,0.156862745
17031280800,0.217307692
17031280900,0.271008403
17031281900,0.008055556
17031282700,0.227848101
17031282800,0.043177893
17031283100,0.028976175
17031283200,0.139110604
17031283800,0.130114566
17031290900,0.274318065
17031291200,0.178907721
17031291600,0.496598639
17031292200,0.243992606
17031292400,0.288888889
17031292500,0.222748815
17031300500,0.510729614
17031300600,0.494984955
17031300700,0.594000845
17031300800,0.612587959
17031300900,0.576360682
17031301100,0.557522124
17031301200,0.514548239
17031301600,0.52593985
17031301701,0.422555663
17031301702,0.57415438
17031301801,0.642272923
17031301802,0.653819201
17031301803,0.548197204
17031310200,0.163071613
17031310300,0.180604982
17031310400,0.320775027
17031310500,0.329076621
17031310600,0.317039492
17031310700,0.359513274
17031310800,0.38538874
17031310900,0.351767016
17031320100,0.009028609
17031320400,0.015204678
17031320600,0.011543624
17031330100,0.051624294
17031330200,0.121266643
17031340300,0.368464052
17031340400,0.243394716
17031340500,0.2771261
17031340600,0.545454545
17031350100,0.04279421
17031350400,0.262809917
17031351000,0.060535891
17031351100,0.204081633
17031351400,0.262327416
17031351500,0.012875536
17031360200,0.203636364
17031380100,0.188736682
17031380200,0.194387406
17031380500,0.280839895
17031380700,0.210409745
17031381200,0.117250674
17031381400,0.142581888
17031381500,0.163265306
17031381700,
17031381800,0.172670807
17031381900,0.173210162
17031390100,0.10212766
17031390200,0.065517241
17031390300,0.189328744
17031390400,0.219525066
17031390500,0.131578947
17031390600,0.024336283
17031390700,0.028963078
17031400300,0.13950762
17031400400,0.213822894
17031400500,0.295909487
17031400800,0.238095238
17031410100,0.093088858
17031410200,0
17031410500,0.051735016
17031410600,0.042156185
17031410700,0.048675734
17031410800,0.040448343
17031410900,0.05663797
17031411000,0.029185868
17031411100,0.002121641
17031411200,0.029752066
17031420100,0.124855491
17031420200,0.125130344
17031420300,0.042801556
17031420400,0.160671463
17031420500,0.241960184
17031420600,0.272463768
17031420700,0.224164524
17031420800,0.186864738
17031421200,0.170588235
17031430101,0.091026747
17031430102,0.085028478
17031430200,0.224423514
17031430300,0.156153846
17031430400,0.197789412
17031430500,0.178890877
17031430600,0.080846968
17031430700,0.138154613
17031430800,0.10960961
17031430900,0.136886102
17031431200,0.096194955
17031431301,0.134962806
17031431302,0.233097881
17031431400,0.13064877
17031440101,0.199421965
17031440102,0.123294118
17031440201,0.130128598
17031440202,0.125299282
17031440300,0.083849184
17031440600,0.082587749
17031440700,0.09921671
17031440800,0.129233512
17031440900,0.124695864
17031450300,0.109608541
17031460100,0.172804533
17031460200,0.347146739
17031460301,0.371016236
17031460302,0.32081749
17031460400,0.136788049
17031460500,0.12418486
17031460600,0.237623762
17031460700,0.348837209
17031461000,0.417364813
17031470100,0.218397291
17031480100,0.093908629
17031480200,0.107514451
17031480300,0.121387283
17031480400,0.104569607
17031480500,0.108374384
17031490300,0.107051282
17031490400,0.110942249
17031490500,0.088888889
17031490600,0.109343936
17031490700,0.285194805
17031490800,0.170390004
17031490901,0.19964539
17031490902,0.127002622
17031491000,0.218305085
17031491100,0.099317194
17031491200,0.169735328
17031491300,0.18452381
17031491400,0.198837209
17031500100,0.112403101
17031500200,0.124702145
17031500300,0.27333894
17031510100,0.326137963
17031510200,0.164775797
17031510300,0.146197391
17031520100,0.26993865
17031520200,0.43644958
17031520300,0.335712247
17031520400,0.30788279
17031520500,0.178733032
17031520600,0.30525221
17031530100,0.404798762
17031530200,0.240995173
17031530300,0.156162465
17031530400,0.167275383
17031530501,0.174748111
17031530502,0.060544904
17031530503,0.184431138
17031530600,0.137968495
17031540101,0.23929471
17031540102,0.29201817
17031550100,0.202232718
17031550200,0.124327234
17031560100,0.208240535
17031560200,0.195906433
17031560300,0.268568618
17031560400,0.310942579
17031560700,0.292878213
17031560800,0.17611489
17031560900,0.106979114
17031561000,0.100431655
17031561100,0.116450547
17031570100,0.31838565
17031570200,0.309506264
17031570300,0.329613734
17031570400,0.301182894
17031570500,0.332116788
17031580100,0.38750723
17031580200,0.475834579
17031580300,0.607629428
17031580400,0.347740668
17031580501,0.410871867
17031580502,0.424913495
17031580600,0.545669026
17031580700,0.424562462
17031580800,0.424568966
17031590500,0.305220884
17031590600,0.26502622
17031590700,0.411826269
17031600400,0.28167243
17031600600,0.368302312
17031600700,0.265267176
17031600900,0.20293501
17031610300,0.454545455
17031610400,0.510595358
17031610800,0.156989247
17031611000,0.350453172
17031611100,0.493754592
17031611200,0.392939371
17031611300,0.424489796
17031611400,0.572922112
17031611500,0.347776511
17031611600,0.304116866
17031611700,0.305333333
17031611800,0.417391304
17031611900,0.373259053
17031612000,0.186740331
17031612100,0.189855072
17031620100,0.312014134
17031620200,0.204234122
17031620300,0.27225006
17031620400,0.431328879
17031630100,0.427364865
17031630200,0.5
17031630300,0.446771978
17031630400,0.559411438
17031630500,0.597214783
17031630800,0.461028571
17031630900,0.411965812
17031640100,0.258809235
17031640300,0.181053927
17031640400,0.096682848
17031640500,0.090507726
17031640600,0.182236842
17031640700,0.214975845
17031640800,0.183460076
17031650100,0.357091433
17031650200,0.31007574
17031650301,0.246537396
17031650302,0.400455063
17031650400,0.442749939
17031650500,0.231371088
17031660301,0.288659794
17031660302,0.406898754
17031660400,0.449852989
17031660500,0.522240527
17031660600,0.294828555
17031660700,0.274330503
17031660800,0.296145494
17031660900,0.148009016
17031661000,0.092119867
17031661100,0.257314739
17031670100,0.232394366
17031670200,0.232830821
17031670300,0.185089974
17031670400,0.248214286
17031670500,0.199175824
17031670600,0.273190622
17031670700,0.237008872
17031670800,0.314777328
17031670900,0.194444444
17031671100,0.29139923
17031671200,0.3109375
17031671300,0.300949598
17031671400,0.296863045
17031671500,0.326262626
17031671600,0.176923077
17031671800,0.378552972
17031671900,0.15393134
17031672000,0.212476371
17031680500,0.245378151
17031680600,0.30994152
17031680900,0.276595745
17031681000,0.316365627
17031681100,0.309193631
17031681200,0.230491329
17031681300,0.277673546
17031681400,0.303218521
17031690300,0.245504841
17031690400,0.146282974
17031690500,0.173652695
17031690900,0.104327407
17031691000,0.04076087
17031691100,0.195150798
17031691200,0.194279547
17031691300,0.098062243
17031691400,0.15320607
17031691500,0.197158082
17031700100,0.165398275
17031700200,0.330720607
17031700301,0.247868274
17031700302,0.140633387
17031700401,0.111277819
17031700402,0.090209491
17031700501,0.101907357
17031700502,0.085329341
17031710100,0.175483871
17031710200,0.16687079
17031710300,0.23594132
17031710400,0.142857143
17031710500,0.209702063
17031710600,0.24419778
17031710700,0.128888889
17031710800,0.180448991
17031710900,0.233333333
17031711000,0.255844729
17031711100,0.196911197
17031711200,0.13053479
17031711300,0.135029354
17031711400,0.216216216
17031711500,0.152712264
17031720100,0.025426945
17031720200,0.041607397
17031720300,0.017536534
17031720400,0.011329305
17031720500,0.041638225
17031720600,0.024582968
17031720700,0.021416804
17031730100,0.070996147
17031730201,0.102241662
17031730202,0.145551456
17031730300,0.105029586
17031730400,0.117542614
17031730500,0.089374379
17031730600,0.141195347
17031730700,0.123875433
17031740100,0.076228686
17031740200,0.055945946
17031740300,0.043209877
17031740400,0.021351179
17031750100,0.108843537
17031750200,0.049638554
17031750300,0.058079356
17031750400,0.030617051
17031750500,0.136794582
17031750600,0.134340547
17031760801,0.056627256
17031760802,0.138946281
17031760803,0.147808765
17031770201,0.06563981
17031770202,0.081169719
17031770300,0.058666157
17031770400,0.112208259
17031770500,0.41416309
17031770601,0.19832636
17031770602,0.265534914
17031770700,0.079120879
17031770800,0.168332946
17031770901,0.160319094
17031770902,0.138132296
17031800100,0.01459854
17031800200,0.012074914
17031800300,0.02006689
17031800400,0.015913978
17031800500,0.004455761
17031800600,0.00772698
17031800700,0.006299213
17031800800,0.01511335
17031800900,0.022215068
17031801000,0.021534729
17031801100,0.006141249
17031801200,0.005485232
17031801300,0.009146341
17031801400,0.028488653
17031801500,0.073669298
17031801601,0.035747304
17031801603,0.049512378
17031801605,0.041748527
17031801606,0.035782443
17031801607,0.042946382
17031801608,0.043956044
17031801701,0.006796941
17031801702,0.002266106
17031801800,0.021654057
17031801901,0.075866189
17031801902,0.019458946
17031802002,0.054737427
17031802003,0.120230005
17031802004,0.089171975
17031802100,0.010994264
17031802200,0.018816285
17031802300,0.016407355
17031802402,0.131905008
17031802403,0.053083528
17031802404,0.134153722
17031802503,0.0513757
17031802504,0.200173498
17031802505,0.244196843
17031802506,0.276663147
17031802605,0.057263856
17031802607,0.057142857
17031802608,0.020416333
17031802609,0.197183099
17031802610,0.036393714
17031802701,0.143352852
17031802702,0.094905386
17031802801,0.069616519
17031802802,0.085992306
17031802900,0.022474625
17031803005,0.0176857
17031803007,0.025832224
17031803008,0.01848311
17031803010,0.025052192
17031803012,0.044227455
17031803013,0.061749571
17031803014,0.12635079
17031803015,0.053138686
17031803016,0.036585366
17031803017,0.052220595
17031803100,0.0248307
17031803200,0.051018074
17031803300,0.052216971
17031803400,0.024988323
17031803500,0.037772872
17031803603,0.019570304
17031803604,0.07047619
17031803605,0.113300493
17031803606,0.207599236
17031803607,0.047182903
17031803608,0.05675413
17031803610,0.031274433
17031803611,0.184700554
17031803612,0.2595884
17031803701,0.049172347
17031803702,0.081299041
17031803800,0.064220183
17031803901,0.096096096
17031803902,0.098366882
17031804000,0.104211497
17031804102,0.044485827
17031804104,0.037037037
17031804105,0.031885074
17031804106,0.032942603
17031804108,0.014084507
17031804109,0.080430108
17031804201,0.031045188
17031804202,0.042715911
17031804305,0.146715896
17031804306,0.233127185
17031804308,0.064054258
17031804309,0.144370123
17031804310,0.093972179
17031804311,0.153520381
17031804403,0.085341139
17031804404,0.263173564
17031804405,0.331843575
17031804406,0.246409675
17031804505,0.061782178
17031804506,0.083594864
17031804507,0.037587917
17031804508,0.275
17031804509,0.219257221
17031804510,0.478347437
17031804511,0.355569541
17031804603,0.087228261
17031804606,0.047637642
17031804607,0.039360394
17031804608,0.079895949
17031804609,0.016042781
17031804610,0.029395754
17031804611,0.020952928
17031804701,0.073542403
17031804705,0.10082769
17031804706,0.103624009
17031804709,0.137761926
17031804710,0.077316294
17031804711,0.081133166
17031804712,0.06466086
17031804713,0.029287341
17031804714,0.040114613
17031804715,0.240804316
17031804716,0.119815668
17031804803,0.037333333
17031804804,0.127328557
17031804805,0.101329266
17031804806,0.174698795
17031804807,0.066548358
17031804808,0.07751938
17031804809,0.029460444
17031804810,0.1022499
17031804901,0.046643418
17031804902,0.125094387
17031805001,0.067376908
17031805002,0.173698292
17031805105,0.246949937
17031805106,0.052912621
17031805107,0.159691859
17031805108,0.186512118
17031805109,0.07028754
17031805110,0.041779381
17031805111,0.129264964
17031805112,0.090339893
17031805201,0.087117017
17031805202,0.05888613
17031805301,0.165464744
17031805302,0.074850299
17031805401,0.074430199
17031805402,0.111600992
17031805501,0.045385202
17031805502,0.027169505
17031805600,0.023247978
17031805701,0.031082227
17031805702,0.030769231
17031805801,0.069020867
17031805802,0.02832694
17031805901,0.05082551
17031805902,0.11985651
17031806001,0.08194537
17031806002,0.153264478
17031806003,0.157166272
17031806004,0.234053498
17031806102,0.094846665
17031806103,0.156019007
17031806104,0.162636034
17031806201,0.013310677
17031806202,0.038984825
17031806300,0.135111372
17031806400,0.113790971
17031806501,0.237328563
17031806502,0.193686287
17031806600,0.146470828
17031806700,0.032653061
17031806801,0.136555303
17031806802,0.097863885
17031806900,0.074534161
17031807000,0.149109792
17031807100,0.024990083
17031807200,0.107797604
17031807300,0.067712925
17031807400,0.177928916
17031807500,0.097026604
17031807600,0.12648843
17031807700,0.139453399
17031807800,0.16006176
17031807900,0.069264069
17031808001,0.115426106
17031808002,0.09823911
17031808100,0.213166144
17031808200,0.163151515
17031808301,0.076339286
17031808302,0.096838602
17031808400,0.087803321
17031808500,0.07751938
17031808600,0.025227751
17031808702,0.019064125
17031808800,0
17031808900,0.003072721
17031809000,0.036831133
17031809100,0.013489991
17031809200,0.189126853
17031809300,0.097762646
17031809400,0.02189593
17031809500,0.036753446
17031809600,0.122731201
17031809700,0.193309996
17031809800,0.078228087
17031809900,0.004019652
17031810000,0.002335842
17031810100,0.063829787
17031810200,0.074487412
17031810301,0.081288344
17031810302,0.076958739
17031810400,0.051589369
17031810501,0.101619645
17031810502,0.151210716
17031810600,0.161951501
17031810701,0.181871345
17031810702,0.140706806
17031810800,0.15164369
17031810900,0.11255502
17031811000,0.051495017
17031811100,0.107150715
17031811200,0.129479466
17031811301,0.311542071
17031811302,0.235434575
17031811401,0.187358277
17031811402,0.192205197
17031811500,0.210793358
17031811600,0.221622889
17031811701,0.323076923
17031811702,0.303148328
17031811800,0.24090268
17031811900,0.053859964
17031812000,0.016616726
17031812100,0.052271951
17031812200,0.035338346
17031812301,0.019010043
17031812302,0.052164841
17031812400,0
17031812500,0.090196078
17031812600,0.035601266
17031812700,0.015410246
17031812801,0.054065934
17031812802,0.021575514
17031812900,0.027615833
17031813000,0.061414655
17031813100,0.03357618
17031813200,0.01786305
17031813301,0.490899358
17031813302,0.471548507
17031813400,0.374199668
17031813500,0.36402526
17031813600,0.443461538
17031813701,0.448275862
17031813702,0.431236443
17031813801,0.478482446
17031813802,0.338167436
17031813900,0.447076462
17031814000,0.222509702
17031814100,0.423076923
17031814200,0.397497868
17031814300,0.414232826
17031814400,0.307352257
17031814500,0.316640254
17031814600,0.248347498
17031814700,0.269983231
17031814800,0.146206533
17031814900,0.232438017
17031815000,0.242487479
17031815100,0.244539782
17031815200,0.251836547
17031815300,0.257069409
17031815400,0.106629578
17031815500,0.209634927
17031815600,0.109274307
17031815701,0.030162413
17031815702,0.066027397
17031815800,0.121669627
17031815900,0.061983471
17031816000,0.026831346
17031816100,0.104973592
17031816200,0.239676113
17031816300,0.343248761
17031816401,0.359618105
17031816402,0.419662509
17031816500,0.369311317
17031816600,0.446980854
17031816700,0.37874837
17031816800,0.125958379
17031816900,0.197524072
17031817000,0.225314183
17031817101,0.127338366
17031817102,0.123069936
17031817200,0.239093095
17031817300,0.202054795
17031817400,0.324561404
17031817500,0.219855458
17031817600,0.160094637
17031817700,0.157725322
17031817900,0.10673881
17031818000,0.084213797
17031818100,0.103717026
17031818200,0.095974329
17031818300,0.218995477
17031818401,0.106761566
17031818402,0.105606258
17031818500,0.084757194
17031818600,0.053100061
17031818700,0.041779497
17031818800,0.041645111
17031818900,0.037550015
17031819000,0.025057699
17031819100,0.151747088
17031819200,0.200194837
17031819300,0.03872679
17031819400,0.085784988
17031819500,0.071144498
17031819600,0.022679546
17031819700,0.021757092
17031819801,0.005511329
17031819802,0.021845986
17031819900,0.003795066
17031820000,0.006650042
17031820101,0.062721474
17031820103,0.130500759
17031820104,0.098383696
17031820201,0.056358856
17031820202,0.238794129
17031820300,0.25928382
17031820400,0.342695182
17031820501,0.148859544
17031820502,0.277253669
17031820603,0.221007194
17031820604,0.195863747
17031820605,0.113276492
17031820606,0.087693441
17031820700,0.219283276
17031820800,0.20980826
17031820901,0.189014085
17031820902,0.301550643
17031821001,0.214742613
17031821002,0.217724868
17031821101,0.21111466
17031821102,0.250091676
17031821200,0.187719298
17031821300,0.236652237
17031821401,0.129265355
17031821402,0.074626866
17031821500,0.168451801
17031821600,0.09177108
17031821700,0.068196103
17031821800,0.092094313
17031821900,0.069567707
17031822000,0.076076705
17031822101,0.100376841
17031822102,0.176971696
17031822200,0.108433735
17031822301,0.139016897
17031822302,0.125596184
17031822400,0.161173049
17031822500,0.110684581
17031822601,0.093834586
17031822602,0.072799097
17031822701,0.111261872
17031822702,0.053410025
17031822801,0.069345942
17031822802,0.084418146
17031822900,0.103703704
17031823001,0.140019617
17031823002,0.094594595
17031823101,0.133468835
17031823102,0.136897529
17031823200,0.065993053
17031823302,0.183412322
17031823303,0.124393624
17031823304,0.174191893
17031823400,0.192841019
17031823500,0.193322204
17031823602,0.062225934
17031823603,0.311988086
17031823604,0.070438366
17031823605,0.094599128
17031823702,0.097581853
17031823703,0.153218884
17031823704,0.106483037
17031823705,0.117011423
17031823801,0.06000467
17031823803,0.125098814
17031823805,0.074074074
17031823806,0.11569926
17031823901,0.03964024
17031823903,0.06602954
17031823904,0.053940568
17031824003,0.050164088
17031824004,0.102604167
17031824005,0.046695795
17031824006,0.02443609
17031824105,0.036067737
17031824106,0.032121212
17031824107,0.054000397
17031824108,0.075631912
17031824113,0.06696716
17031824114,0.044666471
17031824115,0.092469352
17031824116,0.113677265
17031824117,0.046528695
17031824119,0.049416439
17031824120,0.051073163
17031824121,0.066465257
17031824122,0.055003467
17031824123,0.051819975
17031824300,0.190364964
17031824400,0.211352657
17031824503,0.05394016
17031824505,0.07786634
17031824506,0.065228735
17031824507,0.069653268
17031824601,0.1152
17031824602,0.077415359
17031824701,0.137021909
17031824702,0.122777778
17031824800,0.275791855
17031824900,0.239303483
17031825000,0.096698802
17031825200,0.086883876
17031825302,0.063404367
17031825303,0.051178203
17031825304,0.064295977
17031825400,0.066867017
17031825501,0.117881852
17031825503,0.107017905
17031825504,0.092674316
17031825505,0.076222038
17031825600,0.17386231
17031825700,0.139403098
17031825801,0.111893908
17031825802,0.124037892
17031825803,0.176916825
17031825900,0.16070529
17031826000,0.198792149
17031826100,0.110519645
17031826201,0.174289674
17031826202,0.125935829
17031826301,0.078076923
17031826303,0.0553685
17031826304,0.104728012
17031826401,0.134857143
17031826402,0.116028708
17031826500,0.187842421
17031826600,0.113303119
17031826700,0.095990635
17031826800,0.282828283
17031826901,0.159919028
17031826902,0.274065685
17031827000,0.237797247
17031827100,0.176222088
17031827200,0.232952451
17031827300,0.152207792
17031827400,0.237746658
17031827500,0.297705314
17031827600,0.147841256
17031827700,0.084615385
17031827801,0.153023824
17031827802,0.051759834
17031827804,0.048658481
17031827805,0.071916249
17031827901,0.092258749
17031827902,0.182686383
17031828000,0.143555811
17031828100,0.085576051
17031828201,0.061554696
17031828202,0.072324012
17031828300,0.086520609
17031828401,0.019664072
17031828402,0.09
17031828503,0.143487859
17031828504,0.183583407
17031828505,0.055832739
17031828506,0.079493299
17031828601,0.045133992
17031828602,0.045862069
17031828701,0.06711146
17031828702,0.130733945
17031828801,0.059866318
17031828802,0.057901611
17031828900,0.272727273
17031829000,0.344362745
17031829100,0.36017151
17031829200,0.207220951
17031829301,0.100744806
17031829302,0.319834711
17031829401,0.32396088
17031829402,0.041039672
17031829500,0.180539273
17031829600,0.111058601
17031829700,0.19311103
17031829800,0.026355914
17031829901,0.09623558
17031829902,0.024982324
17031830001,0.171747967
17031830003,0.058162856
17031830004,0.069868996
17031830005,0.051875733
17031830006,0.027556644
17031830007,0.073224387
17031830008,0.086081794
17031830100,0.053402647
17031830201,0.045283963
17031830202,0.189547582
17031830300,0.070249272
17031830400,0.058760684
17031830500,0.483910387
17031830600,0.205817262
17031830700,0.154891304
17031830800,0.029779059
17031830900,0.075177305
17031831000,0.008381351
17031831100,0.29139923
17031831200,0.464985065
17031831300,0.425954198
17031831400,0.210636079
17031831500,0.273665321
17031831600,0.281729428
17031831700,0.1435247
17031831800,0.136216216
17031831900,0.022652194
17031832000,0.010547132
17031832100,0.048081165
17031832200,0.023838882
17031832300,0.029088559
17031832400,0.100490196
17031832500,0.09688733
17031832600,0.016196955
17031832900,0.018320611
17031833000,0.078536184
17031833100,0.06590075
17031833300,0.055855856
17031833900,0.322203673
17031834000,0.135668476
17031834200,0.134651959
17031834300,0.101831175
17031834400,0.065934066
17031834500,0.184531886
17031834600,0.17472119
17031834700,0.351883562
17031834800,0.344364937
17031834900,0.246708247
17031835000,0.308371485
17031835100,0.432633279
17031835200,0.308088235
17031835500,0.262644188
17031835600,0.196339434
17031835700,0
17031835800,0.139059305
17031835900,0.176790123
17031836000,0.093231162
17031836100,0.17693837
17031836200,0.069364162
17031836300,0.022988506
17031836400,0.169847328
17031836500,0.221330275
17031836600,0.182188987
17031836700,0.195067265
17031836800,0.203228173
17031836900,0.190298507
17031837000,0.193370166
17031837100,0.247058824
17031837300,0.202190396
17031837400,0.185524126
17031837800,0.153258656
17031838000,0.162592986
17031838100,0.158396947
17031838200,0.077956989
17031838300,0.122807018
17031838600,0.426890756
17031838700,0.278060227
17031838800,0.279419967
17031839000,0.024915825
17031839100,0.067288663
17031839200,0.086577571
17031839500,0.209876543
