Id2,Non_NonHWhite
17031190702,0.851473477
17031190800,0.89507339
17031190900,0.884120172
17031191000,0.963116167
17031191100,0.956779234
17031191200,0.92427673
17031191301,0.985356001
17031191302,0.964033019
17031200100,0.835759287
17031200200,0.918276973
17031200300,0.939608496
17031200401,0.962768747
17031200402,0.969253657
17031210100,0.480417755
17031210400,0.777813299
17031210501,0.731013351
17031210502,0.692809126
17031210601,0.805936073
17031210602,0.726127
17031210700,0.596279537
17031210800,0.553501946
17031210900,0.678250078
17031220300,0.408883354
17031220400,0.413645224
17031220500,0.371737509
17031220601,0.543233083
17031220602,0.479104478
17031220701,0.76438277
17031220702,0.839810212
17031220901,0.835608129
17031220902,0.815338346
17031221000,0.844191764
17031221100,0.632848233
17031221200,0.495595432
17031221300,0.527154236
17031221400,0.59056806
17031221500,0.556721057
17031221600,0.303720334
17031222200,0.175661914
17031222500,0.740168539
17031222600,0.576576577
17031222700,0.75112782
17031222800,0.938856016
17031222900,0.820045558
17031230100,0.753341434
17031230200,0.896044625
17031230300,0.962393162
17031230400,0.962865716
17031230500,0.97115903
17031230600,0.954276648
17031230700,0.971798339
17031230800,0.928033473
17031230900,0.876236663
17031231100,0.930725346
17031231200,0.980987848
17031231500,0.973582197
17031240200,0.239618788
17031240300,0.134094151
17031240500,0.226555246
17031240600,0.36641791
17031240700,0.617379117
17031240800,0.776982379
17031240900,0.772653722
17031241000,0.787328094
17031241100,0.593026152
17031241200,0.399077869
17031241300,0.354632588
17031241400,0.348415426
17031241500,0.2856647
17031241600,0.353403141
17031242000,0.547430004
17031242100,0.264572637
17031242200,0.332903226
17031242300,0.215784216
17031242400,0.154135338
17031242500,0.501527495
17031242600,0.545924321
17031242700,0.704558911
17031242800,0.205280528
17031242900,0.446644664
17031243000,0.561301084
17031243100,0.545489591
17031243200,0.402283105
17031243300,0.390565236
17031243400,0.519796954
17031243500,0.310506567
17031250200,0.990229111
17031250300,0.985759162
17031250400,0.989267147
17031250500,0.643873157
17031250600,0.994157303
17031250700,1
17031250800,0.986464315
17031251000,0.99376947
17031251100,0.991486424
17031251200,0.968228571
17031251300,0.991341077
17031251400,0.959282264
17031251500,0.982615083
17031251600,0.980211439
17031251700,0.986703601
17031251800,0.99270073
17031251900,0.98649775
17031252000,0.986494975
17031252101,0.989367655
17031252102,1
17031252201,0.967409378
17031252202,0.986039828
17031260100,0.924546323
17031260200,0.996050553
17031260300,0.981793661
17031260400,0.991065731
17031260500,0.996189439
17031260600,0.972608025
17031260700,0.988355845
17031260800,0.993584603
17031260900,0.975780409
17031261000,1
17031270500,0.973043027
17031271200,0.990942029
17031271300,0.994867408
17031271400,0.966116421
17031271500,0.9844479
17031271800,0.991056911
17031280100,0.231759657
17031280400,0.958272328
17031280800,0.902352941
17031280900,0.929113924
17031281900,0.566804979
17031282700,0.842214821
17031282800,0.596166134
17031283100,0.740029007
17031283200,0.619176232
17031283800,0.734778735
17031290900,0.990432009
17031291200,0.987753378
17031291600,0.910447761
17031292200,0.977320307
17031292400,0.938323917
17031292500,0.987371375
17031300500,0.978772803
17031300600,0.977339612
17031300700,0.976565829
17031300800,0.994865212
17031300900,0.98763563
17031301100,0.980201131
17031301200,0.935190449
17031301600,0.988699313
17031301701,0.961271368
17031301702,0.973199783
17031301801,0.985869053
17031301802,0.986192613
17031301803,0.984962406
17031310200,0.661205767
17031310300,0.757535164
17031310400,0.834502104
17031310500,0.959349593
17031310600,0.855475588
17031310700,0.817082998
17031310800,0.906421631
17031310900,0.892793682
17031320100,0.320770837
17031320400,0.361078082
17031320600,0.420354976
17031330100,0.528551928
17031330200,0.552183174
17031340300,0.841983852
17031340400,0.87816092
17031340500,0.53436019
17031340600,1
17031350100,0.931121166
17031350400,0.984771574
17031351000,0.965688712
17031351100,0.991545894
17031351400,0.956157318
17031351500,0.843373494
17031360200,1
17031380100,0.93194292
17031380200,0.947488584
17031380500,0.997560976
17031380700,0.84375
17031381200,0.996916752
17031381400,1
17031381500,0.936
17031381700,
17031381800,0.934664247
17031381900,0.945862336
17031390100,0.983405483
17031390200,0.91386683
17031390300,0.92127879
17031390400,0.940966719
17031390500,0.79245283
17031390600,0.575910931
17031390700,0.753337675
17031400300,0.984951091
17031400400,0.998795906
17031400500,1
17031400800,1
17031410100,0.771472393
17031410200,0.59375
17031410500,0.72661597
17031410600,0.460465116
17031410700,0.46503318
17031410800,0.694158076
17031410900,0.498460486
17031411000,0.492303049
17031411100,0.282724844
17031411200,0.354819633
17031420100,0.968954248
17031420200,0.841241945
17031420300,0.614945055
17031420400,0.712993421
17031420500,0.994759409
17031420600,0.948929961
17031420700,0.963934426
17031420800,0.979493892
17031421200,1
17031430101,0.987477639
17031430102,0.985940246
17031430200,0.986807388
17031430300,0.998231653
17031430400,0.982045527
17031430500,0.990166621
17031430600,0.976463835
17031430700,0.959677419
17031430800,0.968085106
17031430900,0.985873606
17031431200,0.979945305
17031431301,0.981584332
17031431302,0.999117906
17031431400,0.953504274
17031440101,0.98505471
17031440102,0.995564005
17031440201,0.997192588
17031440202,0.998057714
17031440300,0.980920314
17031440600,0.990758755
17031440700,0.998001332
17031440800,1
17031440900,0.998790323
17031450300,0.953175457
17031460100,0.956004427
17031460200,0.97029703
17031460301,0.979158772
17031460302,0.99087279
17031460400,0.982878884
17031460500,0.97603168
17031460600,0.850045167
17031460700,0.976215098
17031461000,0.935103245
17031470100,1
17031480100,0.975061125
17031480200,1
17031480300,0.990771812
17031480400,0.983950213
17031480500,0.962413793
17031490300,0.994759825
17031490400,1
17031490500,0.962820513
17031490600,0.995867769
17031490700,0.992728532
17031490800,0.995224197
17031490901,0.980782918
17031490902,0.995233161
17031491000,0.990606936
17031491100,0.980554949
17031491200,0.996722505
17031491300,0.98548869
17031491400,0.985544848
17031500100,0.989438745
17031500200,0.989956958
17031500300,0.649201278
17031510100,0.897696105
17031510200,0.954425612
17031510300,0.992711612
17031520100,0.922300263
17031520200,0.906445949
17031520300,0.891595814
17031520400,0.865060241
17031520500,0.627791025
17031520600,0.783388704
17031530100,0.944045911
17031530200,1
17031530300,0.988097912
17031530400,0.995042142
17031530501,0.984784284
17031530502,0.994648829
17031530503,0.999805712
17031530600,0.996169916
17031540101,1
17031540102,0.977356181
17031550100,0.579375647
17031550200,0.562621171
17031560100,0.783056215
17031560200,0.849668874
17031560300,0.686515438
17031560400,0.683839097
17031560700,0.504876649
17031560800,0.527539161
17031560900,0.337548819
17031561000,0.421504497
17031561100,0.380330124
17031570100,0.843364198
17031570200,0.752928647
17031570300,0.780495503
17031570400,0.836006208
17031570500,0.798355521
17031580100,0.911548732
17031580200,0.925192194
17031580300,0.988860326
17031580400,0.926437917
17031580501,0.907293932
17031580502,0.901900674
17031580600,0.955528846
17031580700,0.941195168
17031580800,0.933774834
17031590500,0.81053203
17031590600,0.782245827
17031590700,0.859616574
17031600400,0.778011794
17031600600,0.815156375
17031600700,0.624545455
17031600900,0.654455987
17031610300,0.939828581
17031610400,0.973115445
17031610800,0.189799871
17031611000,0.955387205
17031611100,0.976674191
17031611200,0.943589744
17031611300,0.920520231
17031611400,0.95513544
17031611500,0.951309604
17031611600,1
17031611700,1
17031611800,0.984854687
17031611900,0.95450325
17031612000,0.996847415
17031612100,0.938202247
17031620100,0.844281217
17031620200,0.724519034
17031620300,0.764539007
17031620400,0.934379458
17031630100,0.968281938
17031630200,0.961659901
17031630300,0.947299325
17031630400,0.953474762
17031630500,0.980789434
17031630800,0.966604077
17031630900,0.965111796
17031640100,0.690243902
17031640300,0.453001296
17031640400,0.504243088
17031640500,0.415645617
17031640600,0.469765343
17031640700,0.624729521
17031640800,0.796839729
17031650100,0.913303769
17031650200,0.728762454
17031650301,0.832520891
17031650302,0.882594021
17031650400,0.911998902
17031650500,0.807830891
17031660301,0.997206704
17031660302,0.967951026
17031660400,0.943933054
17031660500,0.951595931
17031660600,0.971609345
17031660700,0.980201718
17031660800,0.979438392
17031660900,0.950883636
17031661000,0.987930733
17031661100,0.951733289
17031670100,0.953154279
17031670200,1
17031670300,0.978276611
17031670400,0.98116254
17031670500,0.990384615
17031670600,0.998777506
17031670700,0.987071752
17031670800,1
17031670900,1
17031671100,0.996635262
17031671200,1
17031671300,0.999543379
17031671400,1
17031671500,0.995390289
17031671600,0.988651244
17031671800,1
17031671900,1
17031672000,0.993972999
17031680500,0.955642023
17031680600,0.977415307
17031680900,0.997639422
17031681000,0.991298294
17031681100,0.99609266
17031681200,1
17031681300,1
17031681400,1
17031690300,0.914185639
17031690400,0.993856465
17031690500,1
17031690900,0.987167942
17031691000,0.991860895
17031691100,0.993767529
17031691200,0.972773109
17031691300,0.998240676
17031691400,1
17031691500,0.993408663
17031700100,0.921973609
17031700200,0.860803727
17031700301,0.751552795
17031700302,0.682201899
17031700401,0.862162594
17031700402,0.910677083
17031700501,0.943971541
17031700502,0.963345551
17031710100,1
17031710200,0.985799829
17031710300,1
17031710400,0.994108405
17031710500,0.991054159
17031710600,1
17031710700,0.995918367
17031710800,0.999796624
17031710900,0.998394219
17031711000,0.99796807
17031711100,1
17031711200,1
17031711300,1
17031711400,0.999110716
17031711500,1
17031720100,0.511804613
17031720200,0.655616943
17031720300,0.416394336
17031720400,0.108409321
17031720500,0.101873001
17031720600,0.151550614
17031720700,0.665500146
17031730100,0.996467818
17031730201,0.999828297
17031730202,0.979304398
17031730300,1
17031730400,0.998421468
17031730500,0.977793199
17031730600,1
17031730700,0.993802568
17031740100,0.062745098
17031740200,0.123355002
17031740300,0.113165014
17031740400,0.214389686
17031750100,0.984810701
17031750200,0.572521739
17031750300,0.171245766
17031750400,0.369312833
17031750500,0.777987125
17031750600,0.999190283
17031760801,0.243009775
17031760802,0.124531445
17031760803,0.32684189
17031770201,0.267375887
17031770202,0.142625608
17031770300,0.155451799
17031770400,0.3471162
17031770500,0.88190523
17031770601,0.310464749
17031770602,0.529685189
17031770700,0.215057915
17031770800,0.368600683
17031770901,0.111132328
17031770902,0.088314005
17031800100,0.056691091
17031800200,0.069812229
17031800300,0.116918429
17031800400,0.138320775
17031800500,0.090581086
17031800600,0.060816012
17031800700,0.133465347
17031800800,0.195642096
17031800900,0.427885664
17031801000,0.2289282
17031801100,0.107312852
17031801200,0.099305153
17031801300,0.125732899
17031801400,0.291680477
17031801500,0.17030438
17031801601,0.177337632
17031801603,0.481146694
17031801605,0.202730124
17031801606,0.145626072
17031801607,0.302486446
17031801608,0.206721623
17031801701,0.136768802
17031801702,0.164725118
17031801800,0.084129317
17031801901,0.297789037
17031801902,0.146670666
17031802002,0.20913242
17031802003,0.411131059
17031802004,0.49567879
17031802100,0.094152924
17031802200,0.108082257
17031802300,0.235794356
17031802402,0.507793875
17031802403,0.218943034
17031802404,0.525660122
17031802503,0.313860668
17031802504,0.532804074
17031802505,0.68771777
17031802506,0.656336088
17031802605,0.28525819
17031802607,0.090293454
17031802608,0.096210363
17031802609,0.630847615
17031802610,0.316604709
17031802701,0.394787789
17031802702,0.318143281
17031802801,0.205680705
17031802802,0.149814471
17031802900,0.065598149
17031803005,0.111516035
17031803007,0.140774677
17031803008,0.19110524
17031803010,0.197743721
17031803012,0.235446313
17031803013,0.132662744
17031803014,0.311589806
17031803015,0.187651599
17031803016,0.396018636
17031803017,0.197674419
17031803100,0.066946863
17031803200,0.131400475
17031803300,0.156746378
17031803400,0.12441504
17031803500,0.052631579
17031803603,0.216505576
17031803604,0.195955056
17031803605,0.320423479
17031803606,0.791293912
17031803607,0.170828379
17031803608,0.357133668
17031803610,0.363369377
17031803611,0.594116647
17031803612,0.646699945
17031803701,0.221971407
17031803702,0.265961022
17031803800,0.2272
17031803901,0.254831995
17031803902,0.18328841
17031804000,0.196344997
17031804102,0.187131853
17031804104,0.349872022
17031804105,0.228703704
17031804106,0.299757455
17031804108,0.636697248
17031804109,0.224933155
17031804201,0.291901364
17031804202,0.22569533
17031804305,0.508289375
17031804306,0.490713587
17031804308,0.372503393
17031804309,0.571525194
17031804310,0.451699081
17031804311,0.635006465
17031804403,0.592039801
17031804404,0.729815997
17031804405,0.824348341
17031804406,0.651113981
17031804505,0.297918949
17031804506,0.275260626
17031804507,0.402565328
17031804508,0.69744836
17031804509,0.646585627
17031804510,0.779681216
17031804511,0.818009837
17031804603,0.450331126
17031804606,0.257367921
17031804607,0.231441048
17031804608,0.380398671
17031804609,0.330371145
17031804610,0.253833049
17031804611,0.252873563
17031804701,0.724462761
17031804705,0.492506985
17031804706,0.206703911
17031804709,0.454098361
17031804710,0.266332802
17031804711,0.606847114
17031804712,0.35407381
17031804713,0.434036633
17031804714,0.274538529
17031804715,0.767407407
17031804716,0.592683785
17031804803,0.269250646
17031804804,0.466579672
17031804805,0.348005111
17031804806,0.520431766
17031804807,0.30581651
17031804808,0.194520548
17031804809,0.166905444
17031804810,0.337893687
17031804901,0.109567414
17031804902,0.310099079
17031805001,0.118204283
17031805002,0.353994283
17031805105,0.590396258
17031805106,0.121814093
17031805107,0.52610384
17031805108,0.641517357
17031805109,0.118926423
17031805110,0.177740864
17031805111,0.543190249
17031805112,0.397692569
17031805201,0.304072398
17031805202,0.345093168
17031805301,0.406983931
17031805302,0.31713555
17031805401,0.215232649
17031805402,0.277453027
17031805501,0.14924182
17031805502,0.074233595
17031805600,0.053002778
17031805701,0.140943506
17031805702,0.10373881
17031805801,0.125366876
17031805802,0.113990686
17031805901,0.149950836
17031805902,0.269851117
17031806001,0.510298579
17031806002,0.57150219
17031806003,0.551489807
17031806004,0.438534741
17031806102,0.326086957
17031806103,0.260361718
17031806104,0.524387776
17031806201,0.327544515
17031806202,0.168019847
17031806300,0.270699979
17031806400,0.250915006
17031806501,0.691147281
17031806502,0.491765782
17031806600,0.453725262
17031806700,0.283613944
17031806801,0.438112429
17031806802,0.467116358
17031806900,0.520811099
17031807000,0.440749494
17031807100,0.259036145
17031807200,0.51439342
17031807300,0.487811448
17031807400,0.446606202
17031807500,0.473959849
17031807600,0.560006283
17031807700,0.534220228
17031807800,0.368058076
17031807900,0.394207167
17031808001,0.384476998
17031808002,0.417022184
17031808100,0.248592342
17031808200,0.321785714
17031808301,0.41786257
17031808302,0.450975424
17031808400,0.471164805
17031808500,0.368860511
17031808600,0.156796117
17031808702,0.446170327
17031808800,0.18494449
17031808900,0.137518685
17031809000,0.098222863
17031809100,0.153961136
17031809200,0.879875801
17031809300,0.358136454
17031809400,0.326338082
17031809500,0.267907501
17031809600,0.617858168
17031809700,0.632082599
17031809800,0.32
17031809900,0.17447657
17031810000,0.233299492
17031810100,0.377358491
17031810200,0.661559185
17031810301,0.567904656
17031810302,0.373006135
17031810400,0.117636127
17031810501,0.155925563
17031810502,0.15936019
17031810600,0.181008902
17031810701,0.333927864
17031810702,0.270780856
17031810800,0.305349048
17031810900,0.353553137
17031811000,0.235350395
17031811100,0.209381594
17031811200,0.381569727
17031811301,0.690384615
17031811302,0.808111888
17031811401,0.492370099
17031811402,0.511826988
17031811500,0.414173492
17031811600,0.39669007
17031811701,0.727225268
17031811702,0.519234902
17031811800,0.586045675
17031811900,0.18904802
17031812000,0.193896892
17031812100,0.507469547
17031812200,0.289283998
17031812301,0.430308171
17031812302,0.27454418
17031812400,0.218309859
17031812500,0.475188781
17031812600,0.455081001
17031812700,0.316640254
17031812801,0.386059949
17031812802,0.332473277
17031812900,0.281318245
17031813000,0.340849195
17031813100,0.529902063
17031813200,0.272827283
17031813301,0.949285922
17031813302,0.963414634
17031813400,0.951857468
17031813500,0.886504937
17031813600,0.965464313
17031813701,0.945743146
17031813702,0.94962963
17031813801,0.968269231
17031813802,0.939919893
17031813900,0.92205382
17031814000,0.860619038
17031814100,0.970041802
17031814200,0.921122209
17031814300,0.933810764
17031814400,0.799973715
17031814500,0.866902934
17031814600,0.77682243
17031814700,0.748637384
17031814800,0.648790391
17031814900,0.736998957
17031815000,0.882052473
17031815100,0.738925542
17031815200,0.70879724
17031815300,0.624187256
17031815400,0.494872702
17031815500,0.678690139
17031815600,0.390039063
17031815701,0.149018595
17031815702,0.214665878
17031815800,0.114964676
17031815900,0.528630525
17031816000,0.467020024
17031816100,0.611781748
17031816200,0.501158078
17031816300,0.748271351
17031816401,0.883542812
17031816402,0.865067466
17031816500,0.86010929
17031816600,0.933542977
17031816700,0.883827684
17031816800,0.676360925
17031816900,0.926547922
17031817000,0.946379106
17031817101,0.964703381
17031817102,0.953575548
17031817200,0.984680284
17031817300,0.983592764
17031817400,0.845830413
17031817500,0.947328049
17031817600,0.962829117
17031817700,0.993270525
17031817900,0.81430135
17031818000,0.588631768
17031818100,0.338849814
17031818200,0.507685551
17031818300,0.795005532
17031818401,0.558540146
17031818402,0.397730956
17031818500,0.228540579
17031818600,0.248481039
17031818700,0.179300699
17031818800,0.18259325
17031818900,0.182277415
17031819000,0.091621328
17031819100,0.558283616
17031819200,0.511044963
17031819300,0.225561427
17031819400,0.310206422
17031819500,0.369990382
17031819600,0.126786178
17031819700,0.034920635
17031819801,0.05679926
17031819802,0.072430793
17031819900,0.053278689
17031820000,0.240039841
17031820101,0.077006069
17031820103,0.311606919
17031820104,0.229929663
17031820201,0.159638927
17031820202,0.393956196
17031820300,0.662886796
17031820400,0.885301752
17031820501,0.257028754
17031820502,0.202081697
17031820603,0.353799507
17031820604,0.193641618
17031820605,0.672823219
17031820606,0.121664888
17031820700,0.515418502
17031820800,0.554345252
17031820901,0.345294764
17031820902,0.487012987
17031821001,0.250803859
17031821002,0.280070237
17031821101,0.296394019
17031821102,0.369124314
17031821200,0.843108974
17031821300,0.817966472
17031821401,0.960081585
17031821402,0.944324906
17031821500,0.991089109
17031821600,0.557850322
17031821700,0.176313079
17031821800,0.328850405
17031821900,0.269365512
17031822000,0.198026618
17031822101,0.214946941
17031822102,0.452861953
17031822200,0.230586371
17031822301,0.21073076
17031822302,0.336423841
17031822400,0.186816479
17031822500,0.18738698
17031822601,0.184632272
17031822602,0.182430575
17031822701,0.334619094
17031822702,0.22507837
17031822801,0.301468471
17031822802,0.220761052
17031822900,0.288247214
17031823001,0.374105508
17031823002,0.232092639
17031823101,0.159954494
17031823102,0.047555078
17031823200,0.170574317
17031823302,0.629772217
17031823303,0.275736865
17031823304,0.405511811
17031823400,0.745853081
17031823500,0.624795752
17031823602,0.096716515
17031823603,0.966862416
17031823604,0.06941734
17031823605,0.134957826
17031823702,0.255662021
17031823703,0.254113839
17031823704,0.201098639
17031823705,0.204578264
17031823801,0.083240638
17031823803,0.176437028
17031823805,0.072463768
17031823806,0.178461538
17031823901,0.13295248
17031823903,0.143160127
17031823904,0.088469906
17031824003,0.094233247
17031824004,0.116760487
17031824005,0.135523245
17031824006,0.098720734
17031824105,0.166744804
17031824106,0.208420758
17031824107,0.160344567
17031824108,0.24297241
17031824113,0.200530282
17031824114,0.144909937
17031824115,0.141310383
17031824116,0.224661469
17031824117,0.161287059
17031824119,0.130666667
17031824120,0.123316303
17031824121,0.102214134
17031824122,0.130041152
17031824123,0.22813377
17031824300,0.962333675
17031824400,0.579038545
17031824503,0.102544683
17031824505,0.203742494
17031824506,0.157861235
17031824507,0.230388851
17031824601,0.206243496
17031824602,0.205176952
17031824701,0.359331476
17031824702,0.473451327
17031824800,0.765532354
17031824900,0.774007682
17031825000,0.278532333
17031825200,0.399570354
17031825302,0.224888889
17031825303,0.208498024
17031825304,0.16276108
17031825400,0.201297498
17031825501,0.880656998
17031825503,0.884407484
17031825504,0.932804233
17031825505,0.881118881
17031825600,0.914290805
17031825700,0.862248521
17031825801,0.927395412
17031825802,0.925105082
17031825803,0.892359729
17031825900,0.85
17031826000,0.872763993
17031826100,0.826020123
17031826201,0.859929558
17031826202,0.820645809
17031826301,0.943817527
17031826303,0.951643192
17031826304,0.986412164
17031826401,0.98236715
17031826402,0.934139785
17031826500,0.94311331
17031826600,0.964819117
17031826700,0.960607225
17031826800,0.897419761
17031826901,0.999366688
17031826902,0.997247706
17031827000,0.993842035
17031827100,0.971064815
17031827200,0.923787529
17031827300,0.961760243
17031827400,0.988898563
17031827500,0.93647541
17031827600,0.98899859
17031827700,0.845545236
17031827801,0.719907407
17031827802,0.86285397
17031827804,0.836192943
17031827805,0.826649418
17031827901,0.885179153
17031827902,0.641828005
17031828000,0.540699886
17031828100,0.330801688
17031828201,0.552447552
17031828202,0.506143045
17031828300,0.35917382
17031828401,0.384406411
17031828402,0.587341772
17031828503,0.76490274
17031828504,0.726032071
17031828505,0.526202219
17031828506,0.708927799
17031828601,0.231148349
17031828602,0.576659529
17031828701,0.6381798
17031828702,0.836914812
17031828801,0.585694743
17031828802,0.49732921
17031828900,0.862049227
17031829000,0.994598244
17031829100,0.8650145
17031829200,0.73482012
17031829301,0.601184069
17031829302,0.910763801
17031829401,0.996761658
17031829402,0.729110913
17031829500,0.582089552
17031829600,0.262569832
17031829700,0.805902111
17031829800,0.439248051
17031829901,0.721103327
17031829902,0.887251058
17031830001,0.14670791
17031830003,0.931841046
17031830004,0.891671356
17031830005,0.762881679
17031830006,0.678303137
17031830007,0.792771084
17031830008,0.896844396
17031830100,0.867513612
17031830201,0.828221887
17031830202,0.642533937
17031830300,0.757748261
17031830400,0.681119523
17031830500,0.977241059
17031830600,0.670374948
17031830700,0.542263409
17031830800,0.292
17031830900,0.476987448
17031831000,0.222269991
17031831100,0.662567055
17031831200,0.951963325
17031831300,0.997512438
17031831400,0.891405969
17031831500,0.694853964
17031831600,0.769286333
17031831700,0.687851275
17031831800,0.584409136
17031831900,0.169530355
17031832000,0.210912425
17031832100,0.37300123
17031832200,0.277882798
17031832300,0.298227848
17031832400,0.552111013
17031832500,0.206677266
17031832600,0.140663091
17031832900,0.371538134
17031833000,0.229407514
17031833100,0.370500202
17031833300,0.490990991
17031833900,0.993090742
17031834000,1
17031834200,0.995114007
17031834300,0.992792228
17031834400,0.96926376
17031834500,1
17031834600,0.974086379
17031834700,0.997558594
17031834800,0.998363339
17031834900,0.993891798
17031835000,0.97866116
17031835100,0.974257426
17031835200,0.626937467
17031835500,0.978028876
17031835600,0.982105263
17031835700,1
17031835800,0.980939415
17031835900,0.995549374
17031836000,0.987607961
17031836100,0.993998909
17031836200,0.345283019
17031836300,0.727732154
17031836400,0.961670302
17031836500,0.985436893
17031836600,0.858202803
17031836700,0.977675135
17031836800,0.984077842
17031836900,0.98454604
17031837000,0.960927961
17031837100,0.866941723
17031837300,0.957367933
17031837400,0.910029499
17031837800,0.874488005
17031838000,0.826284516
17031838100,0.733260751
17031838200,0.598606645
17031838300,0.715803453
17031838600,0.980769231
17031838700,1
17031838800,0.947091584
17031839000,0.398322318
17031839100,0.427838967
17031839200,0.89456869
17031839500,0.821609862
17031839600,0.881485527
17031839700,0.780141844
17031839800,0.57331323
17031839900,0.396900447
17031840000,0.505283019
17031840100,0.751491901
17031840200,0.82387022
17031840300,0.859416446
17031840400,0.738080685
17031840700,0.933906634
17031840800,0.990055572
